Iteration, BLEU1, BLEU2, BLEU3, BLEU4
0, 0.0009753565714604657, 0.0, 0.0, 0.0
1, 0.11605059685009086, 0.0, 0.0, 0.0
2, 0.30673392340759564, 0.0, 0.0, 0.0
3, 0.32026397396952827, 0.018624513117812047, 0.0, 0.0
4, 0.3523613607773848, 0.07061929615472733, 9.172020226934241e-05, 0.0
5, 0.3597819327871161, 0.08025050412856323, 0.001018453928726925, 0.00042893068613259735
6, 0.3974376659883307, 0.12072092826149247, 0.021567962567357588, 0.013365088371041283
7, 0.4413238289324607, 0.1720641209800298, 0.03196669193732809, 0.01677718003413508
8, 0.4620749833624291, 0.19461722028100234, 0.036376268964105264, 0.017427512687911796
9, 0.47790460064887136, 0.20861017379650457, 0.03870201656442089, 0.01719823152378616
10, 0.4877597275555173, 0.2144508268836432, 0.04054286204634751, 0.016625651185377163
11, 0.49591950138268087, 0.22552947457631672, 0.043859316037051656, 0.01649636396321884
12, 0.5031343738162088, 0.23619477112800882, 0.05072486880150355, 0.01699553766173018
13, 0.5078026272144881, 0.2446919164989582, 0.054622594000074694, 0.018449389136511656
14, 0.512187386347891, 0.2502114610240844, 0.05695311470173918, 0.019755052969319047
15, 0.5181290976346089, 0.2560077812652547, 0.05894285418123179, 0.019815664633535023
16, 0.5254556310891145, 0.2613363914448783, 0.0599289537289732, 0.019937181262484345
17, 0.5236679661407088, 0.26139323990358687, 0.06137757481148636, 0.020675402580012214
18, 0.529704764310834, 0.2643871700452035, 0.061964728568490716, 0.020537540490310553
19, 0.5292345166753916, 0.2658737432266135, 0.06680346272064164, 0.02176442494281567
20, 0.5345188549254919, 0.2691275728895791, 0.0673464428754854, 0.02206632618892931
21, 0.540737656741464, 0.2727876035735363, 0.06868997589069668, 0.022859260726419778
22, 0.550235889999181, 0.27706869601943585, 0.07072907249173585, 0.022982022444062816
23, 0.5503106249939164, 0.2794199702750265, 0.072630671550844, 0.02379235727509357
24, 0.5514403271737406, 0.28148189697091064, 0.07538085763917975, 0.024061095645234815
25, 0.5546014401890647, 0.2818063994251446, 0.07553685234020636, 0.023850614564832937
26, 0.5580103083334599, 0.28568509660854585, 0.07758147154491203, 0.0248096057346451
27, 0.5597579776720146, 0.2871700494352336, 0.07811355337265119, 0.025375107487439222
28, 0.5624581871076142, 0.28907661524788514, 0.0794234236570562, 0.025532833288541886
29, 0.5627333894081744, 0.2903714411707498, 0.07972481500300972, 0.02598051727780735
30, 0.5643602392040361, 0.2929101869036098, 0.08213628450672751, 0.025954933020954453
31, 0.5654103785427035, 0.29442653314197675, 0.08314855795206398, 0.02672915546217776
32, 0.5678708891079264, 0.29791604927629683, 0.08361080555347356, 0.026833513937266212
33, 0.5709683853463875, 0.29881384059879595, 0.08405731294842832, 0.026162007417787368
34, 0.5737768726193875, 0.3026650446227093, 0.08744238387048255, 0.027460476257064655
35, 0.5735418186768166, 0.30440572719643405, 0.08678686875425896, 0.027589435035283653
36, 0.5742694181384774, 0.3044345445528666, 0.08655405012970878, 0.027222033982368807
37, 0.5769742404753371, 0.3074633699632693, 0.08793507365912685, 0.02766969132404157
38, 0.5764844855430321, 0.3073955098879465, 0.08825408373166202, 0.027655370485638375
39, 0.578984333907757, 0.30992596483864404, 0.09079166676585006, 0.028462378236561368
40, 0.5821349316645696, 0.3125446863803124, 0.09387112954305885, 0.029441648403499443
41, 0.5789787770283676, 0.31049528521573766, 0.09048568990973604, 0.028048576725037775
42, 0.5816838059313607, 0.31309559841551926, 0.0940305855697788, 0.0292403638248402
43, 0.5827583750689769, 0.3131167802277286, 0.09556550760930924, 0.03033834091987111
44, 0.5840880570383813, 0.31588685894052515, 0.0963157771246431, 0.031004270536058875
45, 0.5847615508914694, 0.31515565871281204, 0.09724616623253961, 0.02991720029944594
46, 0.5857097839975348, 0.31599055173245905, 0.09565183627824554, 0.028868662309190527
47, 0.5895116249724658, 0.3199230384411043, 0.10053687579394031, 0.03180513775238034
48, 0.5869182278617907, 0.32046074147959763, 0.0988014157870626, 0.03049105630964006
49, 0.5887370674130485, 0.32077979117850863, 0.10064128477168556, 0.031288695395133674
50, 0.5898154006262171, 0.32275661911545533, 0.10190706225286958, 0.03153584322880341
51, 0.5914596178300006, 0.3259591551136538, 0.1040468592217266, 0.03281186005461767
52, 0.5917060095010269, 0.3255526119535994, 0.10345936884480071, 0.03257272079698482
53, 0.5925274513546024, 0.3258529971515277, 0.10496768610161537, 0.03304646178657855
54, 0.5929201181272945, 0.3283834081111169, 0.10682359546973398, 0.03365319162929942
55, 0.5953327817763959, 0.3302756828651466, 0.10885566025960236, 0.034915535153949726
56, 0.5976480185353045, 0.33121752099046287, 0.10821706913493917, 0.034866886789378215
57, 0.5989863783011727, 0.3336752295361298, 0.10990727767200459, 0.03447707212926213
58, 0.5979116107809889, 0.3320179742308932, 0.10725960575616666, 0.03367930213127902
59, 0.598699686604126, 0.3343191146731782, 0.11250099227146153, 0.036008573080486175
60, 0.6021246680553903, 0.33580424283453425, 0.11139354166360618, 0.035910065914993725
61, 0.6004747046972535, 0.3362953073737796, 0.11300019109466025, 0.035599311912278844
62, 0.604146197848081, 0.3403191076298115, 0.11386242191660062, 0.036109991631757744
63, 0.6012346634472071, 0.3383554924082906, 0.11427200610777112, 0.03690314834966659
64, 0.6046851800899865, 0.34178040028118567, 0.11638325124849146, 0.03912581680670887
65, 0.6047699718585231, 0.3427556477801636, 0.1199784560912924, 0.040013011236335924
66, 0.6038487408600215, 0.3422350704540894, 0.11705607628667912, 0.03881827659375392
67, 0.6052160971392003, 0.34493349324250283, 0.11879556219519248, 0.0390102772831661
68, 0.6074504442856536, 0.34557642334052996, 0.11803383948575587, 0.038879448522243315
69, 0.6092518982375991, 0.3474688593703715, 0.1219449668923718, 0.04052097394793939
70, 0.6080518573879297, 0.34783240425315837, 0.12280577722137012, 0.04086423877945539
71, 0.6106738383080488, 0.35054119287143937, 0.12165572508127538, 0.04062961339541144
72, 0.6114042539261394, 0.3516707345459774, 0.12382524772524746, 0.041978456346463085
73, 0.61190917107134, 0.35233642660669284, 0.1250573988036721, 0.04282889163179786
74, 0.6131440884281013, 0.35378787856186306, 0.12580389483063578, 0.04379558792329554
75, 0.6128379484266093, 0.3561433978747569, 0.12864787420883028, 0.043404686228399374
76, 0.613668035850156, 0.35575428847581536, 0.1276615603056798, 0.04355240159581053
77, 0.6163288609699403, 0.3591221022730169, 0.12886185596448374, 0.04393278665565844
78, 0.6180655862588568, 0.3616305730933855, 0.1309258714535383, 0.045151340604552385
79, 0.6182428937306214, 0.3606811742269426, 0.13163468171499307, 0.044967038796040595
80, 0.6134672479820512, 0.35937145673516097, 0.12966259133683, 0.04480035866759632
81, 0.6174705408047707, 0.36139788994323074, 0.1316445808150459, 0.04537896664058988
82, 0.6165982997439642, 0.3616485641746627, 0.13245985899039842, 0.04512030696892245
83, 0.6164494337661875, 0.3600737071609528, 0.12914167266823748, 0.044300695438513664
