Iteration, BLEU1, BLEU2, BLEU3, BLEU4
0, 0.4753151526417378, 0.15728566657369633, 0.018047586420122382, 0.0027940558466777584
1, 0.4478961873667994, 0.13861526964793583, 0.015732338107100913, 0.0025222175918233913
2, 0.4696693376033831, 0.14496813839199138, 0.028187950495636115, 0.0073794660187817595
3, 0.44451703423502226, 0.15401990558657103, 0.02240751178807909, 0.005746549888481901
4, 0.4351613055117137, 0.1451584878826346, 0.02355613268332264, 0.006579465750025584
5, 0.4719314774187466, 0.15270211806692974, 0.01932228028589163, 0.003444806045368793
6, 0.4672758681762344, 0.1367524717143073, 0.013085970261422176, 0.0015850927207314927
7, 0.4642326905421502, 0.16368052608652328, 0.03228523582889974, 0.010333871544439063
8, 0.4418960467613665, 0.14170955029538818, 0.020502558000227603, 0.004483646601980036
9, 0.4688521073611539, 0.17463932756754338, 0.02741554704613031, 0.004338203788243454
10, 0.4702239874266742, 0.14964387655392855, 0.02444340055183711, 0.006626055493134847
11, 0.45688329997259863, 0.13890687879358185, 0.014287189863467947, 0.0023465449672931166
12, 0.46841928113988357, 0.1553472848090093, 0.024052994334576326, 0.006326856980499283
13, 0.44653638329625545, 0.14316200317484049, 0.023496603313999033, 0.005775378255437907
14, 0.4493190395798362, 0.12958278549559762, 0.018699740445648358, 0.004381559421394685
15, 0.4673748912019802, 0.16424582289648018, 0.028707713937476835, 0.0069612192568001404
16, 0.4400384964281384, 0.11432024011084474, 0.014275757615378692, 0.0019040166331577403
17, 0.42698309514279625, 0.12315846012439793, 0.015567117909696027, 0.0023657036549391557
18, 0.4482637684642746, 0.15019830497207157, 0.02750040813438472, 0.005801354247574735
19, 0.4495214103622068, 0.15028902556398643, 0.02499732099956875, 0.009277907507238978
20, 0.441210534764528, 0.1365257369072894, 0.027872636251151713, 0.006007532542120709
21, 0.4552424479037801, 0.15631113774393326, 0.029856040152474377, 0.010473890888837663
22, 0.4620796632618481, 0.1526463675000964, 0.024153079286513047, 0.005444245603047972
23, 0.46238898102096687, 0.1658207475924527, 0.030842391831482588, 0.005293796797420953
24, 0.4564676103877079, 0.12778361977584687, 0.03231372547438439, 0.011726881281245783
25, 0.462777496641601, 0.14605850157840813, 0.022164616662978014, 0.0047586367549457415
26, 0.45599091841033124, 0.1609738447404032, 0.026880977739331863, 0.007337786802200964
27, 0.4557070974084892, 0.15377796405400418, 0.029520526809188187, 0.009735963081976334
28, 0.4655918320782515, 0.15920011573968296, 0.02405372417962701, 0.004818543263645989
29, 0.4571085886329403, 0.15339862943420352, 0.028375819855023417, 0.007275136657719896
30, 0.44584075263897877, 0.14133400498046908, 0.025606095301139595, 0.00588470191866037
31, 0.39484591098949645, 0.10790457503617398, 0.01609181103959884, 0.0028104762259345316
32, 0.4522244856574041, 0.15433498586026967, 0.02422896823215186, 0.005938732306182639
33, 0.4382245251611818, 0.12935177733656064, 0.02668966937472422, 0.0035161506592634073
34, 0.4663665700910961, 0.1615381824290095, 0.025255563803683774, 0.0036020124578722665
35, 0.44984852941608694, 0.1218971943788042, 0.01922112892451838, 0.004961784013970254
36, 0.4310134237351694, 0.1322071875676525, 0.019305804501570573, 0.004508589332275481
37, 0.42239497840753476, 0.13080242041173568, 0.0202143836941055, 0.002314702631763647
38, 0.4409643785010684, 0.13072890004420235, 0.019417441172864865, 0.004576854648383309
39, 0.4459079058519006, 0.13591247978889234, 0.021886890719613934, 0.004749594651325112
40, 0.45485263760566413, 0.1614404634559458, 0.03268888403969966, 0.009060658802143977
41, 0.44115803999278635, 0.13156745230728734, 0.01650778788414612, 0.002369876776109392
42, 0.45386074122352466, 0.14392552144688603, 0.022358031135361556, 0.00333778969500771
43, 0.45267231619624637, 0.13753668597517513, 0.016837934208109046, 0.002606256288879139
44, 0.43781439320249926, 0.1138287426808647, 0.02090022593154329, 0.0047351283609529185
45, 0.45677527457237355, 0.1556086715346061, 0.02631587960316368, 0.007818999401104273
46, 0.4523518589284429, 0.15509883407782868, 0.02033311859043342, 0.006348405320942396
