Iteration, Batch, Loss
0, 0, 9.064053535461426
0, 1, 9.007447242736816
0, 2, 8.944372177124023
0, 3, 8.8558931350708
0, 4, 8.785371780395508
0, 5, 8.723133087158203
0, 6, 8.657722473144531
0, 7, 8.564496040344238
0, 8, 8.497427940368652
0, 9, 8.412583351135254
0, 10, 8.31804084777832
0, 11, 8.245010375976562
0, 12, 8.138171195983887
0, 13, 8.092013359069824
0, 14, 7.937099456787109
0, 15, 7.870877742767334
0, 16, 7.814749240875244
0, 17, 7.681535243988037
0, 18, 7.5369110107421875
0, 19, 7.474211692810059
0, 20, 7.391356468200684
0, 21, 7.282203197479248
0, 22, 7.223139762878418
0, 23, 7.111649990081787
0, 24, 6.980034351348877
0, 25, 6.779458999633789
0, 26, 6.6900506019592285
0, 27, 6.593669891357422
0, 28, 6.428171157836914
0, 29, 6.366358757019043
0, 30, 6.443653106689453
0, 31, 6.165625095367432
0, 32, 6.067178726196289
0, 33, 5.861518859863281
0, 34, 5.864884376525879
0, 35, 5.490077972412109
0, 36, 5.525375843048096
0, 37, 5.556065082550049
0, 38, 5.292154788970947
0, 39, 5.250051498413086
0, 40, 4.894489765167236
0, 41, 4.926306247711182
0, 42, 4.656764984130859
0, 43, 4.60183572769165
0, 44, 4.672767639160156
0, 45, 4.337209701538086
0, 46, 4.233034133911133
0, 47, 4.224970817565918
0, 48, 4.137331008911133
0, 49, 4.039078235626221
0, 50, 3.8924407958984375
0, 51, 3.8269383907318115
0, 52, 3.8009912967681885
0, 53, 3.560549259185791
0, 54, 3.6394002437591553
0, 55, 3.447253465652466
0, 56, 3.466148853302002
0, 57, 3.1035099029541016
0, 58, 3.223865509033203
0, 59, 3.3123550415039062
0, 60, 3.0621306896209717
0, 61, 3.043616533279419
0, 62, 3.0045483112335205
0, 63, 3.0804107189178467
0, 64, 2.8003523349761963
0, 65, 2.9003021717071533
0, 66, 2.9090027809143066
0, 67, 2.954533338546753
0, 68, 2.9046757221221924
0, 69, 2.787816047668457
0, 70, 2.915703535079956
0, 71, 2.908097743988037
0, 72, 2.7351865768432617
0, 73, 2.8919858932495117
0, 74, 2.6011276245117188
0, 75, 2.7492504119873047
0, 76, 2.725144147872925
0, 77, 2.65787410736084
0, 78, 2.81733775138855
0, 79, 2.911261558532715
0, 80, 2.916490316390991
0, 81, 2.599249839782715
0, 82, 2.6032114028930664
0, 83, 2.5435516834259033
0, 84, 2.7324752807617188
0, 85, 2.689967393875122
0, 86, 2.7607688903808594
0, 87, 2.7067272663116455
0, 88, 2.6195952892303467
0, 89, 2.5869133472442627
0, 90, 2.580000638961792
0, 91, 2.604771852493286
0, 92, 2.5848445892333984
0, 93, 2.7258081436157227
1, 0, 2.647714853286743
1, 1, 2.6323139667510986
1, 2, 2.6437535285949707
1, 3, 2.5184595584869385
1, 4, 2.4301865100860596
1, 5, 2.541353702545166
1, 6, 2.590719223022461
1, 7, 2.4854400157928467
1, 8, 2.6027615070343018
1, 9, 2.4227945804595947
1, 10, 2.5100836753845215
1, 11, 2.5468859672546387
1, 12, 2.477588415145874
1, 13, 2.5490148067474365
1, 14, 2.29343843460083
1, 15, 2.5231332778930664
1, 16, 2.5009031295776367
1, 17, 2.672820568084717
1, 18, 2.335516929626465
1, 19, 2.608752965927124
1, 20, 2.4829516410827637
1, 21, 2.5496866703033447
1, 22, 2.346005916595459
1, 23, 2.258007526397705
1, 24, 2.469289779663086
1, 25, 2.416928768157959
1, 26, 2.3778557777404785
1, 27, 2.393181562423706
1, 28, 2.2808597087860107
1, 29, 2.464675188064575
1, 30, 2.4139420986175537
1, 31, 2.3316330909729004
1, 32, 2.372096300125122
1, 33, 2.3380792140960693
1, 34, 2.3984737396240234
1, 35, 2.2333824634552
1, 36, 2.3111424446105957
1, 37, 2.4048824310302734
1, 38, 2.3422293663024902
1, 39, 2.383291482925415
1, 40, 2.4073517322540283
1, 41, 2.339771032333374
1, 42, 2.238008737564087
1, 43, 2.320244550704956
1, 44, 2.3446006774902344
1, 45, 2.342627763748169
1, 46, 2.219623565673828
1, 47, 2.3651084899902344
1, 48, 2.2377212047576904
1, 49, 2.1872942447662354
1, 50, 2.292618751525879
1, 51, 2.4352245330810547
1, 52, 2.3224644660949707
1, 53, 2.2530198097229004
1, 54, 2.299975872039795
1, 55, 2.3930132389068604
1, 56, 2.118657112121582
1, 57, 2.1879220008850098
1, 58, 2.230020523071289
1, 59, 2.257127046585083
1, 60, 2.2420647144317627
1, 61, 2.137294292449951
1, 62, 1.9053531885147095
1, 63, 2.1084187030792236
1, 64, 2.240704298019409
1, 65, 1.9797120094299316
1, 66, 2.182253122329712
1, 67, 2.1870622634887695
1, 68, 2.0876407623291016
1, 69, 2.0817508697509766
1, 70, 2.236746072769165
1, 71, 2.2094743251800537
1, 72, 2.178250789642334
1, 73, 2.1590590476989746
1, 74, 2.0447652339935303
1, 75, 2.191797971725464
1, 76, 2.058659791946411
1, 77, 2.112260103225708
1, 78, 2.1560370922088623
1, 79, 2.1029701232910156
1, 80, 2.147641658782959
1, 81, 2.055213689804077
1, 82, 2.1498217582702637
1, 83, 2.1060781478881836
1, 84, 2.143658399581909
1, 85, 2.0356926918029785
1, 86, 2.022214651107788
1, 87, 2.1160826683044434
1, 88, 2.0982329845428467
1, 89, 2.090883731842041
1, 90, 1.9861353635787964
1, 91, 1.991101861000061
1, 92, 2.058253765106201
1, 93, 2.0836524963378906
2, 0, 2.066392660140991
2, 1, 2.020996332168579
2, 2, 1.9828300476074219
2, 3, 1.874178409576416
2, 4, 1.9122787714004517
2, 5, 2.1373703479766846
2, 6, 1.9683693647384644
2, 7, 1.9724996089935303
2, 8, 1.9491623640060425
2, 9, 1.8646607398986816
2, 10, 2.0177481174468994
2, 11, 1.985726237297058
2, 12, 2.0174243450164795
2, 13, 1.9734117984771729
2, 14, 2.0047447681427
2, 15, 1.7969706058502197
2, 16, 1.966342568397522
2, 17, 1.9227268695831299
2, 18, 1.9229933023452759
2, 19, 2.1241049766540527
2, 20, 1.930771827697754
2, 21, 1.8430962562561035
2, 22, 1.7572029829025269
2, 23, 1.7727651596069336
2, 24, 2.056535005569458
2, 25, 1.881908655166626
2, 26, 1.8130788803100586
2, 27, 1.9619777202606201
2, 28, 1.8276883363723755
2, 29, 1.8577531576156616
2, 30, 1.794716715812683
2, 31, 1.8614246845245361
2, 32, 2.017305850982666
2, 33, 1.9099420309066772
2, 34, 1.9746348857879639
2, 35, 1.7233375310897827
2, 36, 1.9793462753295898
2, 37, 1.978193998336792
2, 38, 1.885614037513733
2, 39, 1.8001353740692139
2, 40, 1.9307212829589844
2, 41, 1.8137638568878174
2, 42, 1.9830759763717651
2, 43, 1.8964840173721313
2, 44, 1.852972149848938
2, 45, 1.9429630041122437
2, 46, 1.8287948369979858
2, 47, 1.8169634342193604
2, 48, 1.9396964311599731
2, 49, 1.8950693607330322
2, 50, 1.8576405048370361
2, 51, 1.880403995513916
2, 52, 2.056195020675659
2, 53, 1.6378134489059448
2, 54, 1.8389792442321777
2, 55, 1.729906439781189
2, 56, 1.925585150718689
2, 57, 1.7873048782348633
2, 58, 1.89812171459198
2, 59, 1.8149008750915527
2, 60, 1.837815284729004
2, 61, 1.9256316423416138
2, 62, 1.8671212196350098
2, 63, 1.7720389366149902
2, 64, 1.6766160726547241
2, 65, 1.8785479068756104
2, 66, 1.9505436420440674
2, 67, 1.8856570720672607
2, 68, 1.842936635017395
2, 69, 1.8987735509872437
2, 70, 1.7396320104599
2, 71, 1.917052984237671
2, 72, 1.7757997512817383
2, 73, 1.78119957447052
2, 74, 1.8182238340377808
2, 75, 1.9455736875534058
2, 76, 1.6821292638778687
2, 77, 1.833561897277832
2, 78, 1.8594398498535156
2, 79, 1.7950677871704102
2, 80, 1.9107266664505005
2, 81, 1.7017396688461304
2, 82, 1.736533522605896
2, 83, 1.7445435523986816
2, 84, 1.9253510236740112
2, 85, 1.9422260522842407
2, 86, 1.916730523109436
2, 87, 1.8071538209915161
2, 88, 1.7765963077545166
2, 89, 1.802721381187439
2, 90, 1.8512531518936157
2, 91, 1.7977333068847656
2, 92, 1.7650260925292969
2, 93, 1.9112874269485474
3, 0, 1.8455713987350464
3, 1, 1.753520131111145
3, 2, 1.715345025062561
3, 3, 1.817710041999817
3, 4, 1.8362452983856201
3, 5, 1.7328904867172241
3, 6, 1.8594884872436523
3, 7, 1.808236002922058
3, 8, 1.7628836631774902
3, 9, 1.7808923721313477
3, 10, 1.6988354921340942
3, 11, 1.837085485458374
3, 12, 1.8717674016952515
3, 13, 1.6693190336227417
3, 14, 1.9464248418807983
3, 15, 1.730816125869751
3, 16, 1.7509959936141968
3, 17, 1.9463121891021729
3, 18, 1.7739862203598022
3, 19, 1.7827438116073608
3, 20, 1.8613284826278687
3, 21, 1.6890208721160889
3, 22, 1.818507194519043
3, 23, 1.9365155696868896
3, 24, 1.6937462091445923
3, 25, 1.7402375936508179
3, 26, 1.8236799240112305
3, 27, 1.7242828607559204
3, 28, 1.8050278425216675
3, 29, 1.7777290344238281
3, 30, 1.7721198797225952
3, 31, 1.8116739988327026
3, 32, 1.6553837060928345
3, 33, 1.7753161191940308
3, 34, 1.8176177740097046
3, 35, 1.8133236169815063
3, 36, 1.8513274192810059
3, 37, 1.7635377645492554
3, 38, 1.7411890029907227
3, 39, 1.7717317342758179
3, 40, 1.7279800176620483
3, 41, 1.7813204526901245
3, 42, 1.6791025400161743
3, 43, 1.7661092281341553
3, 44, 1.7960851192474365
3, 45, 1.8541468381881714
3, 46, 1.6954331398010254
3, 47, 1.7044087648391724
3, 48, 1.761633038520813
3, 49, 1.6906036138534546
3, 50, 1.6995230913162231
3, 51, 1.7522979974746704
3, 52, 1.7493499517440796
3, 53, 1.89141845703125
3, 54, 1.850887656211853
3, 55, 1.6833080053329468
3, 56, 1.6901847124099731
3, 57, 1.7238811254501343
3, 58, 1.7813122272491455
3, 59, 1.677617073059082
3, 60, 1.6511492729187012
3, 61, 1.8135637044906616
3, 62, 1.802956461906433
3, 63, 1.7409284114837646
3, 64, 1.5920966863632202
3, 65, 1.8233789205551147
3, 66, 1.823449730873108
3, 67, 1.7923288345336914
3, 68, 1.726942539215088
3, 69, 1.7404512166976929
3, 70, 1.7547498941421509
3, 71, 1.679762840270996
3, 72, 1.7454344034194946
3, 73, 1.8455238342285156
3, 74, 1.7880090475082397
3, 75, 1.7233965396881104
3, 76, 1.6783546209335327
3, 77, 1.8498653173446655
3, 78, 1.7455004453659058
3, 79, 1.6690486669540405
3, 80, 1.7610059976577759
3, 81, 1.8078510761260986
3, 82, 1.7058316469192505
3, 83, 1.7264004945755005
3, 84, 1.6308096647262573
3, 85, 1.7145540714263916
3, 86, 1.6641901731491089
3, 87, 1.7680717706680298
3, 88, 1.8585662841796875
3, 89, 1.6738940477371216
3, 90, 1.7374969720840454
3, 91, 1.653255581855774
3, 92, 1.7188369035720825
3, 93, 1.6462489366531372
4, 0, 1.7345768213272095
4, 1, 1.5968663692474365
4, 2, 1.5793670415878296
4, 3, 1.7458893060684204
4, 4, 1.74144446849823
4, 5, 1.6508021354675293
4, 6, 1.9297336339950562
4, 7, 1.8929011821746826
4, 8, 1.7213269472122192
4, 9, 1.7930412292480469
4, 10, 1.7362483739852905
4, 11, 1.7087798118591309
4, 12, 1.7566391229629517
4, 13, 1.6123749017715454
4, 14, 1.663051724433899
4, 15, 1.6681324243545532
4, 16, 1.7513633966445923
4, 17, 1.6776347160339355
4, 18, 1.7579933404922485
4, 19, 1.6556793451309204
4, 20, 1.7412980794906616
4, 21, 1.7334520816802979
4, 22, 1.685863733291626
4, 23, 1.7454849481582642
4, 24, 1.6944949626922607
4, 25, 1.7767847776412964
4, 26, 1.7215036153793335
4, 27, 1.7306140661239624
4, 28, 1.6216102838516235
4, 29, 1.7024917602539062
4, 30, 1.7648307085037231
4, 31, 1.7063701152801514
4, 32, 1.7529284954071045
4, 33, 1.6284854412078857
4, 34, 1.9377822875976562
4, 35, 1.616024136543274
4, 36, 1.6149450540542603
4, 37, 1.5211726427078247
4, 38, 1.657393455505371
4, 39, 1.7397222518920898
4, 40, 1.6804299354553223
4, 41, 1.6664680242538452
4, 42, 1.6563884019851685
4, 43, 1.7290585041046143
4, 44, 1.7044610977172852
4, 45, 1.638434648513794
4, 46, 1.7471277713775635
4, 47, 1.6787124872207642
4, 48, 1.6509685516357422
4, 49, 1.7224225997924805
4, 50, 1.6975880861282349
4, 51, 1.5850390195846558
4, 52, 1.7088367938995361
4, 53, 1.6774816513061523
4, 54, 1.706743597984314
4, 55, 1.6309329271316528
4, 56, 1.6926865577697754
4, 57, 1.5915155410766602
4, 58, 1.587149739265442
4, 59, 1.7204294204711914
4, 60, 1.8240063190460205
4, 61, 1.546684741973877
4, 62, 1.6575195789337158
4, 63, 1.6305410861968994
4, 64, 1.6575137376785278
4, 65, 1.6716654300689697
4, 66, 1.6352523565292358
4, 67, 1.733978271484375
4, 68, 1.6786065101623535
4, 69, 1.5737751722335815
4, 70, 1.682291030883789
4, 71, 1.7318918704986572
4, 72, 1.8248895406723022
4, 73, 1.6655571460723877
4, 74, 1.6597788333892822
4, 75, 1.7173643112182617
4, 76, 1.5983093976974487
4, 77, 1.690631628036499
4, 78, 1.656423807144165
4, 79, 1.604752779006958
4, 80, 1.7123758792877197
4, 81, 1.6910320520401
4, 82, 1.570077896118164
4, 83, 1.769336462020874
4, 84, 1.4888087511062622
4, 85, 1.7529551982879639
4, 86, 1.6872546672821045
4, 87, 1.6813617944717407
4, 88, 1.6575037240982056
4, 89, 1.6201127767562866
4, 90, 1.4747300148010254
4, 91, 1.6325960159301758
4, 92, 1.649923324584961
4, 93, 1.6985610723495483
5, 0, 1.578518271446228
5, 1, 1.5907548666000366
5, 2, 1.7268871068954468
5, 3, 1.7768296003341675
5, 4, 1.5933034420013428
5, 5, 1.5483977794647217
5, 6, 1.6331079006195068
5, 7, 1.6814454793930054
5, 8, 1.4977874755859375
5, 9, 1.5760259628295898
5, 10, 1.749980092048645
5, 11, 1.5470629930496216
5, 12, 1.6186738014221191
5, 13, 1.683079719543457
5, 14, 1.5838958024978638
5, 15, 1.6974159479141235
5, 16, 1.5365362167358398
5, 17, 1.5585812330245972
5, 18, 1.605169653892517
5, 19, 1.6509472131729126
5, 20, 1.6626907587051392
5, 21, 1.6446281671524048
5, 22, 1.5928318500518799
5, 23, 1.7432464361190796
5, 24, 1.551620364189148
5, 25, 1.516492486000061
5, 26, 1.7405421733856201
5, 27, 1.4607317447662354
5, 28, 1.6877148151397705
5, 29, 1.7094284296035767
5, 30, 1.8712117671966553
5, 31, 1.7379159927368164
5, 32, 1.6112443208694458
5, 33, 1.6334757804870605
5, 34, 1.5031936168670654
5, 35, 1.7052116394042969
5, 36, 1.5377209186553955
5, 37, 1.7743594646453857
5, 38, 1.6866282224655151
5, 39, 1.6411041021347046
5, 40, 1.7218804359436035
5, 41, 1.6460365056991577
5, 42, 1.639570713043213
