Iteration, BLEU1, BLEU2, BLEU3, BLEU4
0, 0.5304305837456336, 0.260376065953832, 0.05734436951689753, 0.020254045149074345
1, 0.5530427828934098, 0.28105887800325424, 0.06825791480004112, 0.022305824517107345
2, 0.5733575042899016, 0.30688213708422585, 0.09015360878378825, 0.03108739351789001
3, 0.5991308762657347, 0.3315586105398539, 0.10368942480586475, 0.03499905329069747
4, 0.5957330111152678, 0.3311018019443282, 0.10900081354699526, 0.03559921810493759
5, 0.6156271450622158, 0.35181192674465306, 0.1244954705993122, 0.042809298527485995
6, 0.613788222268817, 0.35583724889738216, 0.1231611462667015, 0.0405926249959014
7, 0.6286180828243378, 0.374762733797916, 0.14391449200663928, 0.054113438636395644
8, 0.6283232846558757, 0.3736562075777366, 0.1431847829934245, 0.05083263837253013
9, 0.6310733804485239, 0.37650545090623483, 0.14729887089355814, 0.05345337229318061
10, 0.6293884352178635, 0.37747516993126357, 0.14211071297991468, 0.05100547407849892
11, 0.6402184015670318, 0.38727812209953494, 0.15266560522573305, 0.05469163289724055
12, 0.6455582689262962, 0.38930116765293044, 0.1608489332379256, 0.0633448148231203
13, 0.6433926225714751, 0.3950428002927455, 0.16480245759749623, 0.06115400858225478
14, 0.652390110942724, 0.40443413832869807, 0.16741824208135098, 0.0652586035113746
15, 0.6546687037851832, 0.4045403701942501, 0.17301668587995297, 0.06779242249487262
16, 0.656496501312234, 0.4099855293937875, 0.1713265927428589, 0.06528599995889994
17, 0.6525640447475819, 0.40882078953868684, 0.1734601333528366, 0.06459980358879755
18, 0.6583264966111253, 0.4145895514864922, 0.1834645458198154, 0.07140847750687955
19, 0.6623074458745183, 0.4191080626140022, 0.18365009275811617, 0.07152184804887335
20, 0.6695077781939919, 0.4218319909158553, 0.1859786007532476, 0.07202072892913831
21, 0.6663407041009839, 0.42114153180710834, 0.17710023021272886, 0.06774509109068658
22, 0.6720281405465562, 0.4303844568649953, 0.18916673062775896, 0.07359961691131262
23, 0.6715217394344128, 0.4283820413609855, 0.18851799524629065, 0.07168722801242151
24, 0.6764172132924245, 0.4352767991838024, 0.1991140669784392, 0.07793272149720762
25, 0.6781912136070437, 0.4349983568054621, 0.19714970475630916, 0.07900006001003154
26, 0.6843378784131819, 0.44276028139862045, 0.2045588784250813, 0.08044367550472745
27, 0.6854451257672836, 0.4453933818577407, 0.2047849947470514, 0.08340712020231288
28, 0.6857929355179108, 0.44633893349981735, 0.2063986602037979, 0.08460878805735299
29, 0.6869041038083801, 0.4467535874937735, 0.20567456451316737, 0.08095221554466517
30, 0.6925346523060545, 0.4539037453591837, 0.2137104104375248, 0.08787507609871918
31, 0.6936337475622217, 0.4523501878742073, 0.20966385665628282, 0.0878035484213451
32, 0.6922729581718698, 0.4546786802698541, 0.21324195681770577, 0.08787173971076957
33, 0.6948172556685, 0.4587804234152677, 0.21554540172560838, 0.08935813348743946
34, 0.7025387046376392, 0.46457606116152783, 0.22539038688237642, 0.09664835329677199
35, 0.7003176056935954, 0.464936875813531, 0.22228926040086341, 0.09404430063759657
36, 0.6952073265161921, 0.4604081667783472, 0.22239981805471384, 0.09483754712512185
37, 0.7069189782056763, 0.47338321519537907, 0.2332878450982211, 0.09968510453155237
38, 0.7087908637487949, 0.4739945961614408, 0.23246534715172296, 0.09717277659173008
