Iteration, Batch, Loss
0, 0, 9.066869735717773
0, 1, 6.44293737411499
0, 2, 3.288701057434082
0, 3, 2.6639583110809326
0, 4, 2.5638678073883057
0, 5, 2.535085916519165
0, 6, 2.366278886795044
0, 7, 2.4473960399627686
0, 8, 2.37237286567688
0, 9, 2.417116165161133
0, 10, 2.3396880626678467
0, 11, 2.205482006072998
0, 12, 2.2530407905578613
0, 13, 2.2585816383361816
0, 14, 2.2207374572753906
0, 15, 2.112006425857544
0, 16, 2.06697678565979
0, 17, 1.9918668270111084
0, 18, 1.8971816301345825
0, 19, 1.9421733617782593
0, 20, 1.758825421333313
0, 21, 1.8209785223007202
0, 22, 1.7425081729888916
0, 23, 1.7307789325714111
0, 24, 1.6428200006484985
0, 25, 1.7965304851531982
0, 26, 1.822859764099121
0, 27, 1.6539409160614014
0, 28, 1.6572766304016113
0, 29, 1.661122441291809
0, 30, 1.6337916851043701
0, 31, 1.565548300743103
0, 32, 1.6313273906707764
0, 33, 1.6013482809066772
0, 34, 1.591749906539917
0, 35, 1.6081804037094116
0, 36, 1.5653244256973267
0, 37, 1.5299031734466553
0, 38, 1.6851274967193604
0, 39, 1.5179526805877686
0, 40, 1.5425961017608643
0, 41, 1.622223138809204
0, 42, 1.6079390048980713
0, 43, 1.532037377357483
0, 44, 1.4972600936889648
0, 45, 1.5212877988815308
0, 46, 1.5243566036224365
1, 0, 1.5436824560165405
1, 1, 1.4435765743255615
1, 2, 1.4507704973220825
1, 3, 1.4377954006195068
1, 4, 1.393217921257019
1, 5, 1.4364997148513794
1, 6, 1.278293490409851
1, 7, 1.523267388343811
1, 8, 1.4794278144836426
1, 9, 1.4316142797470093
1, 10, 1.547980546951294
1, 11, 1.4442566633224487
1, 12, 1.3817272186279297
1, 13, 1.382405161857605
1, 14, 1.4295451641082764
1, 15, 1.3700214624404907
1, 16, 1.364362120628357
1, 17, 1.425960898399353
1, 18, 1.3367795944213867
1, 19, 1.4162040948867798
1, 20, 1.3850197792053223
1, 21, 1.4139554500579834
1, 22, 1.3690582513809204
1, 23, 1.4046474695205688
1, 24, 1.3230587244033813
1, 25, 1.3736129999160767
1, 26, 1.380676507949829
1, 27, 1.436665415763855
1, 28, 1.383000135421753
1, 29, 1.3671118021011353
1, 30, 1.3575890064239502
1, 31, 1.353516936302185
1, 32, 1.401747703552246
1, 33, 1.344974160194397
1, 34, 1.3706623315811157
1, 35, 1.4535398483276367
1, 36, 1.2747926712036133
1, 37, 1.3127830028533936
1, 38, 1.3055047988891602
1, 39, 1.3519628047943115
1, 40, 1.2774239778518677
1, 41, 1.3705440759658813
1, 42, 1.2880043983459473
1, 43, 1.4893919229507446
1, 44, 1.3061243295669556
1, 45, 1.3392839431762695
1, 46, 1.2963746786117554
2, 0, 1.2952195405960083
2, 1, 1.3820933103561401
2, 2, 1.360776424407959
2, 3, 1.3264789581298828
2, 4, 1.2538853883743286
2, 5, 1.221429467201233
2, 6, 1.3008222579956055
2, 7, 1.3016422986984253
2, 8, 1.3083906173706055
2, 9, 1.2326585054397583
2, 10, 1.313602089881897
2, 11, 1.3132169246673584
2, 12, 1.4021868705749512
2, 13, 1.2950273752212524
2, 14, 1.3153538703918457
2, 15, 1.352339506149292
2, 16, 1.201151967048645
2, 17, 1.239558219909668
2, 18, 1.2728849649429321
2, 19, 1.2795603275299072
2, 20, 1.2991849184036255
2, 21, 1.1839858293533325
2, 22, 1.174582600593567
2, 23, 1.2399816513061523
2, 24, 1.3091075420379639
2, 25, 1.266743779182434
2, 26, 1.2226811647415161
2, 27, 1.2784069776535034
2, 28, 1.2858662605285645
2, 29, 1.2788852453231812
2, 30, 1.2767226696014404
2, 31, 1.2402840852737427
2, 32, 1.373416543006897
2, 33, 1.265084981918335
2, 34, 1.3093085289001465
2, 35, 1.2912046909332275
2, 36, 1.2753843069076538
2, 37, 1.2140511274337769
2, 38, 1.2308242321014404
2, 39, 1.1464214324951172
2, 40, 1.2130886316299438
2, 41, 1.2316402196884155
2, 42, 1.170599341392517
2, 43, 1.1874724626541138
2, 44, 1.2341132164001465
2, 45, 1.235263466835022
2, 46, 1.25873863697052
3, 0, 1.2833682298660278
3, 1, 1.1819300651550293
3, 2, 1.2453107833862305
3, 3, 1.151285171508789
3, 4, 1.2208738327026367
3, 5, 1.2876441478729248
3, 6, 1.1774858236312866
3, 7, 1.1444190740585327
3, 8, 1.3232340812683105
3, 9, 1.2536975145339966
3, 10, 1.16525137424469
3, 11, 1.242552399635315
3, 12, 1.201073169708252
3, 13, 1.2086918354034424
3, 14, 1.208823323249817
3, 15, 1.1877553462982178
3, 16, 1.1757078170776367
3, 17, 1.2713149785995483
3, 18, 1.2244755029678345
3, 19, 1.2757792472839355
3, 20, 1.1295627355575562
3, 21, 1.2361934185028076
3, 22, 1.3292224407196045
3, 23, 1.1881171464920044
3, 24, 1.2691702842712402
3, 25, 1.1836482286453247
3, 26, 1.2003583908081055
3, 27, 1.1805522441864014
3, 28, 1.2044719457626343
3, 29, 1.1992148160934448
3, 30, 1.1742652654647827
3, 31, 1.2783366441726685
3, 32, 1.3076457977294922
3, 33, 1.1657347679138184
3, 34, 1.2921597957611084
3, 35, 1.162043809890747
3, 36, 1.0796653032302856
3, 37, 1.302504062652588
3, 38, 1.2561126947402954
3, 39, 1.2573318481445312
3, 40, 1.284101963043213
3, 41, 1.2158076763153076
3, 42, 1.1435881853103638
3, 43, 1.1412103176116943
3, 44, 1.1462533473968506
3, 45, 1.1320698261260986
3, 46, 1.195604920387268
4, 0, 1.1818478107452393
4, 1, 1.1450588703155518
4, 2, 1.203847050666809
4, 3, 1.12004554271698
4, 4, 1.0948927402496338
4, 5, 1.2263667583465576
4, 6, 1.1333332061767578
4, 7, 1.1478307247161865
4, 8, 1.1472667455673218
4, 9, 1.2200617790222168
4, 10, 1.1647933721542358
4, 11, 1.2152479887008667
4, 12, 1.2095820903778076
4, 13, 1.1685088872909546
4, 14, 1.1596351861953735
4, 15, 1.1501144170761108
4, 16, 1.1794296503067017
4, 17, 1.2306580543518066
4, 18, 1.1921840906143188
4, 19, 1.2346957921981812
4, 20, 1.173214316368103
4, 21, 1.1848845481872559
4, 22, 1.1464530229568481
4, 23, 1.174065351486206
4, 24, 1.1424386501312256
4, 25, 1.2428175210952759
4, 26, 1.136020541191101
4, 27, 1.142691969871521
4, 28, 1.1463228464126587
4, 29, 1.1157100200653076
4, 30, 1.1691064834594727
4, 31, 1.266408085823059
4, 32, 1.1366878747940063
4, 33, 1.1307191848754883
4, 34, 1.2178436517715454
4, 35, 1.1272871494293213
4, 36, 1.1558079719543457
4, 37, 1.1175864934921265
4, 38, 1.1566410064697266
4, 39, 1.0752325057983398
4, 40, 1.2098939418792725
4, 41, 1.1821997165679932
4, 42, 1.167966365814209
4, 43, 1.0708783864974976
4, 44, 1.1196964979171753
4, 45, 1.085021734237671
4, 46, 1.2158526182174683
5, 0, 1.2163448333740234
5, 1, 1.1259801387786865
5, 2, 1.1903810501098633
5, 3, 1.0563358068466187
5, 4, 1.1405349969863892
5, 5, 1.1042678356170654
5, 6, 1.13541841506958
5, 7, 1.1292718648910522
5, 8, 1.1650114059448242
5, 9, 1.1353702545166016
5, 10, 1.0952421426773071
5, 11, 1.121649146080017
5, 12, 1.1212660074234009
5, 13, 1.139257550239563
5, 14, 1.1891361474990845
5, 15, 1.1333398818969727
5, 16, 1.1555964946746826
5, 17, 1.0991744995117188
5, 18, 1.1640874147415161
5, 19, 1.1458773612976074
5, 20, 1.1357934474945068
5, 21, 1.175155758857727
5, 22, 1.0895116329193115
5, 23, 1.163495659828186
5, 24, 1.058066964149475
5, 25, 1.080965280532837
5, 26, 1.1743206977844238
5, 27, 1.1692447662353516
5, 28, 1.148301124572754
5, 29, 1.1377246379852295
5, 30, 1.126073956489563
5, 31, 1.1064919233322144
5, 32, 1.1585620641708374
5, 33, 1.1561601161956787
5, 34, 1.146594762802124
5, 35, 1.1916894912719727
5, 36, 1.122688889503479
5, 37, 1.0232030153274536
5, 38, 1.1816673278808594
5, 39, 1.12179696559906
5, 40, 1.235304832458496
5, 41, 1.1262991428375244
5, 42, 1.1896733045578003
5, 43, 1.0974277257919312
5, 44, 1.1848580837249756
5, 45, 1.0906851291656494
5, 46, 1.125398874282837
6, 0, 1.157314658164978
6, 1, 1.053109049797058
6, 2, 1.1275848150253296
6, 3, 1.0668429136276245
6, 4, 1.0683040618896484
6, 5, 1.0922470092773438
6, 6, 1.1100068092346191
6, 7, 1.0925594568252563
6, 8, 1.0999698638916016
6, 9, 1.104665756225586
6, 10, 1.137831211090088
6, 11, 1.0869959592819214
6, 12, 1.0556284189224243
6, 13, 1.1317451000213623
6, 14, 1.0244795083999634
6, 15, 1.1060482263565063
6, 16, 1.1008895635604858
6, 17, 1.1115071773529053
6, 18, 1.118483543395996
6, 19, 1.0770115852355957
6, 20, 1.175775170326233
6, 21, 1.2008639574050903
6, 22, 1.114005446434021
6, 23, 1.0753456354141235
6, 24, 1.170653223991394
6, 25, 1.101087212562561
6, 26, 1.1537822484970093
6, 27, 1.129278540611267
6, 28, 1.134799599647522
6, 29, 1.188094139099121
6, 30, 1.0873382091522217
6, 31, 1.0684341192245483
6, 32, 1.1245766878128052
6, 33, 1.1537067890167236
6, 34, 1.0306081771850586
6, 35, 1.0150960683822632
6, 36, 1.1919033527374268
6, 37, 1.0901561975479126
6, 38, 1.1167012453079224
6, 39, 1.1881067752838135
6, 40, 1.0544198751449585
6, 41, 1.057143211364746
6, 42, 1.0940368175506592
6, 43, 1.1191431283950806
6, 44, 1.162684679031372
6, 45, 1.104500412940979
6, 46, 1.1117569208145142
7, 0, 1.1023969650268555
7, 1, 1.1353086233139038
7, 2, 1.0252158641815186
7, 3, 1.0763803720474243
7, 4, 1.0519187450408936
7, 5, 1.0425748825073242
7, 6, 1.0011308193206787
7, 7, 1.0564886331558228
7, 8, 1.0341174602508545
7, 9, 1.140250563621521
7, 10, 1.0174835920333862
7, 11, 1.084335207939148
7, 12, 1.0364899635314941
7, 13, 1.1273235082626343
7, 14, 1.074331521987915
7, 15, 1.090226173400879
7, 16, 1.184063196182251
7, 17, 1.1256004571914673
7, 18, 1.1026724576950073
7, 19, 1.0670900344848633
7, 20, 1.0500634908676147
7, 21, 1.129124641418457
7, 22, 1.0834627151489258
7, 23, 1.0250329971313477
7, 24, 1.0698978900909424
7, 25, 1.0726689100265503
7, 26, 1.1427711248397827
7, 27, 1.057578206062317
7, 28, 1.1113107204437256
7, 29, 1.0566426515579224
7, 30, 1.1037033796310425
7, 31, 0.9812816977500916
7, 32, 1.0685091018676758
7, 33, 1.0559906959533691
7, 34, 1.1001225709915161
7, 35, 1.0468593835830688
7, 36, 1.0407072305679321
