Iteration, BLEU1, BLEU2, BLEU3, BLEU4
0, 0.5178311616200528, 0.23536673038197212, 0.04443030113088369, 0.009589684977943817
1, 0.5610962218989478, 0.29272734806870904, 0.08686155555493688, 0.02914146413580317
2, 0.5603966842225466, 0.2893777612413861, 0.08267721010889069, 0.02777005231093658
3, 0.586617253701467, 0.3120981254895234, 0.09168017460199364, 0.027159295187132386
4, 0.5921909043057658, 0.3276857323097178, 0.10683090788079047, 0.032091740500746285
5, 0.5996530696252186, 0.3382843560449518, 0.12248525835915897, 0.04265268996504738
6, 0.6032465157912846, 0.34042939176992326, 0.1148203538297307, 0.03624723149074772
7, 0.611454799755711, 0.35419634782982756, 0.1216366143177091, 0.038792894724667
8, 0.6135142740234536, 0.35040494968130853, 0.11389885914623656, 0.03399740217426154
9, 0.6217537940996676, 0.35821011865588465, 0.1287933087094713, 0.041951577587375576
10, 0.620289222185396, 0.3614708345641661, 0.13266512778036604, 0.04281029018820371
11, 0.6081033357318564, 0.3477073634623123, 0.11850890374833656, 0.036938846911005865
12, 0.6188395734796436, 0.35953532448275805, 0.12677440310395127, 0.04052949012655091
13, 0.6205378508043694, 0.36211876900325773, 0.13769025056842063, 0.046643050832708734
14, 0.6329877979146612, 0.3766096996685737, 0.14001647641062737, 0.049445638048654414
15, 0.6312295838606918, 0.3771364005451916, 0.1475319835824727, 0.05432913657278498
16, 0.624794873407172, 0.37213622989177103, 0.13575959803148197, 0.04753550918772048
17, 0.6255448306355647, 0.3694555280467354, 0.1311963015539153, 0.045154613246419804
18, 0.6250480698320603, 0.37241376587302405, 0.13458773662396672, 0.04443309053397249
19, 0.6227586448377108, 0.36739679210453474, 0.1366618347091598, 0.04591807166013196
20, 0.6223400629745128, 0.3665271171752931, 0.12885194633289163, 0.04221725772874457
21, 0.6341395263498852, 0.37965747724646237, 0.15432558518740747, 0.05525298523792234
22, 0.6186011280232727, 0.3643247741131114, 0.12665001594889588, 0.04223241459893826
23, 0.6360207416293715, 0.379472065136017, 0.14582159285510604, 0.05377537227734399
24, 0.6321925803954276, 0.3795568852357501, 0.14668519353994536, 0.05074256234961399
25, 0.6380075616187394, 0.3844774344665071, 0.15221268444342934, 0.05641580203151503
26, 0.6309128027811559, 0.3742993726652995, 0.1401104317148976, 0.047206678796548614
27, 0.6324062073316513, 0.3733594350377671, 0.13895799684696597, 0.043446217213249524
28, 0.6440741310602456, 0.3897958746470033, 0.1569459228545966, 0.05687138391803638
29, 0.6351078369490417, 0.3772792076141225, 0.14420277096981154, 0.0501119431596589
30, 0.6371067185572084, 0.3826585068919218, 0.15071350577856973, 0.05297890302491834
31, 0.6382385975335382, 0.3822924566207589, 0.14592725490332287, 0.047892551161070426
32, 0.6278869171262644, 0.3785438057089415, 0.14313849152231414, 0.0479812611660066
33, 0.6251214575150329, 0.38101456154903457, 0.14347332496614237, 0.049226999094615316
34, 0.6356858331994041, 0.38788660442633793, 0.15128709787152042, 0.0531800112494241
35, 0.6349728835241042, 0.3816438702011773, 0.14549312621567123, 0.049809138240860716
36, 0.63261180699256, 0.3802039715323118, 0.14171366356211124, 0.04512062458260299
37, 0.6396515645560765, 0.3867606028672479, 0.14911496969797436, 0.052017112978992384
38, 0.6402836800551763, 0.39025369672110183, 0.15944256503095228, 0.058577522924575506
39, 0.6429743052676377, 0.3870307699692298, 0.15420408103316025, 0.054748924041437025
40, 0.6396436356047601, 0.38465331642413614, 0.14453497669580512, 0.0494297491931787
41, 0.6415142734163828, 0.3875435691982598, 0.15358578706614154, 0.05356774895217245
42, 0.6322517366508982, 0.37993087021586847, 0.14385534904137154, 0.046825705024565
