Iteration, BLEU1, BLEU2, BLEU3, BLEU4
0, 0.41610922306279025, 0.1539147421395889, 0.031950362440128305, 0.01710637796461612
1, 0.48172756834845615, 0.21204155639999556, 0.050178664946975336, 0.016817286124096203
2, 0.496974280048096, 0.21344414925158234, 0.05005853270802576, 0.019147231963386704
3, 0.4968677422264016, 0.2227212487329375, 0.052631271305516265, 0.020412382236044555
4, 0.5091090626199174, 0.22397539046609397, 0.053394919899147415, 0.018944301794791927
5, 0.5113000743280378, 0.2268311269624376, 0.05191266381021933, 0.018321212581396202
6, 0.5135410026536696, 0.22076664734005788, 0.046846823755757515, 0.012103037837580584
7, 0.5283177433068234, 0.239911425436774, 0.05565625293988768, 0.017976274457968927
8, 0.5241968306516327, 0.23790784001351342, 0.05527896238491951, 0.01714026551963828
9, 0.5338132294883715, 0.26225588170837816, 0.06319166399361426, 0.02091328911796937
10, 0.5330904049814439, 0.25519905819632444, 0.06097705293822479, 0.02011295685955301
11, 0.5394981138271329, 0.2702302357857177, 0.06524761471785671, 0.02192859505638427
12, 0.5374739429354972, 0.26922358334619906, 0.06527083604435344, 0.020921425829940492
13, 0.5436477698492689, 0.2775759848357263, 0.06857148478217008, 0.02125397679122757
14, 0.5448802351082431, 0.26474990763402956, 0.06445064641401543, 0.017944346518444496
15, 0.5467817413072104, 0.2780814373937786, 0.06839730725931348, 0.02159931787008737
16, 0.5427876599512006, 0.2756130693479616, 0.0694935122921695, 0.02273580768538896
17, 0.5421984931644701, 0.27695115444088153, 0.06968103934693676, 0.02220930881001646
18, 0.5459602735791753, 0.2710666134641828, 0.06638697314121256, 0.018905069899192075
19, 0.5399922126977634, 0.26891404850216727, 0.06714247169325938, 0.02056910918074636
20, 0.5548364968083114, 0.28295741464933444, 0.07119701522173115, 0.02284352703114348
21, 0.5487556986398016, 0.2799537171330489, 0.0709293980645315, 0.02186655396521371
22, 0.5532312963593461, 0.2840369124463436, 0.07249718026242839, 0.021869129975505747
23, 0.5602869038426428, 0.28076154029517475, 0.08077390561060535, 0.025777726176062055
24, 0.5538729190518161, 0.2847500682240616, 0.07005145419823629, 0.023070092535577614
25, 0.551768779318135, 0.28548779520425227, 0.0735981631214608, 0.022752745188778865
26, 0.5554164381165191, 0.2790801863145113, 0.07884882150565832, 0.024596354547936565
27, 0.5527386017944583, 0.2871064092962653, 0.07199011187082464, 0.022761266639202356
28, 0.5520573382791741, 0.28524923924745843, 0.07374021543945752, 0.022260900873878695
29, 0.5569593708293517, 0.2919833430524119, 0.07712773476623942, 0.022441710755226062
30, 0.5533253238098527, 0.28792272968830945, 0.07532542431467318, 0.02204009999916942
31, 0.5599471527233895, 0.2903861723973238, 0.08051049914221406, 0.025158217784369555
32, 0.5650653811409451, 0.28884407050227673, 0.07708263616152501, 0.0218074531170794
33, 0.5633475798010015, 0.2922020994796293, 0.07623883235814544, 0.02137526732167545
34, 0.5685529079724762, 0.29627691646874127, 0.0840302101700407, 0.026010819763946917
35, 0.5646667391514018, 0.29840002981847097, 0.07851088247291498, 0.023402898194081517
36, 0.565775083678267, 0.29423299176235806, 0.07854820660838431, 0.02378077296733316
37, 0.5581321502717073, 0.29123032238903696, 0.07739868139613226, 0.023582642374557723
38, 0.5649322196164159, 0.29816530463547336, 0.08035806935698692, 0.023735069882910128
39, 0.5720239278676917, 0.29893076648093486, 0.07709772331603185, 0.02180076990467333
40, 0.5716458197431314, 0.29206945591481054, 0.08531670574081257, 0.02596107403128612
41, 0.5716456420350264, 0.2984430558624336, 0.08453626998191772, 0.025100458609927396
42, 0.5750921259491413, 0.3049588050397267, 0.08095476755098006, 0.024307317592144998
43, 0.570223329480933, 0.29939325057099797, 0.08714428799816971, 0.026702629225607486
44, 0.5665806648811806, 0.2978481966250691, 0.07906153445886153, 0.023033308231732382
45, 0.575595974198988, 0.3092583034578299, 0.09093784424762782, 0.0281944015686855
46, 0.5709562888181353, 0.29989551574497486, 0.08021327435461736, 0.02305986286541721
47, 0.5689512715887483, 0.29980205218448625, 0.08162981755089475, 0.025080039381006402
48, 0.586365857436894, 0.3159864349501753, 0.10069585132659081, 0.03214275047635575
49, 0.5762708231356394, 0.30176793673944485, 0.09672117622938271, 0.03148248157095346
50, 0.5772002226678163, 0.31272148059598875, 0.08675111802209073, 0.026692357009447894
51, 0.5822797318406213, 0.31305256426993144, 0.0880336241349165, 0.025833624252650133
52, 0.5818379066959385, 0.3162709511562685, 0.08844270590047133, 0.02568853271670422
53, 0.5902394718879331, 0.3222521988197508, 0.08876637585455878, 0.026616337394509644
54, 0.5772178210109383, 0.30732101158614655, 0.0837049496436562, 0.023708393009613013
55, 0.5804961577179719, 0.31582089389005996, 0.09472811369184073, 0.029032787826833016
56, 0.5756561812320324, 0.30319696000793483, 0.08883646091304666, 0.02346471212631731
57, 0.5791016551423267, 0.3123678558419098, 0.08470957229197056, 0.02322010746324628
58, 0.5743090199645446, 0.31017602753395757, 0.08492073927635865, 0.025440493285464615
59, 0.5877793676154166, 0.32180186340200695, 0.08923305993159081, 0.026831451962617887
60, 0.5783883266642696, 0.31454915653074095, 0.0854541519823078, 0.025994855107066905
61, 0.5766788625908046, 0.3108870670054096, 0.08906850618787829, 0.027891532495873686
62, 0.577949763857938, 0.316381551956037, 0.08886913635683906, 0.02639269228786397
63, 0.578528543511201, 0.31529883563790756, 0.09168369139272954, 0.027106462490651868
64, 0.5867684450481617, 0.32536358313131664, 0.09869850994179533, 0.030883663975389004
65, 0.5888917382561105, 0.32245527142254166, 0.08835532571498297, 0.025804927568661228
66, 0.5800157394305837, 0.3161491985089843, 0.09242386605967032, 0.029055156879670016
67, 0.582383702024497, 0.3196026687039062, 0.09313102588641342, 0.029506100435812272
68, 0.5893934028480998, 0.3246993666921514, 0.09324329485027967, 0.02816040827216565
69, 0.5868695571639542, 0.3253898988780422, 0.09867881859568939, 0.03170545651702948
70, 0.586385071193336, 0.32472679384074277, 0.10005092091401177, 0.030864996300285517
71, 0.5907732171335504, 0.32152244483059533, 0.10153090149807818, 0.029604153097779196
72, 0.5861100900248513, 0.3226552862217446, 0.09073527917145187, 0.026864117910675587
73, 0.5932128623532723, 0.3273931832011248, 0.09386134360696399, 0.025194640627427583
74, 0.58143294832054, 0.31951500915371495, 0.09124834999967188, 0.028579356700315833
75, 0.588643017975135, 0.32286152180073574, 0.09509684315403043, 0.02835239705368898
76, 0.585542875544001, 0.3219637559456382, 0.09097676693153565, 0.02579441307651842
77, 0.5948829976908921, 0.3308445804660736, 0.10241651919771791, 0.03225136693613921
78, 0.5855323867488449, 0.32219628804395695, 0.09755834287425781, 0.029517148004764404
79, 0.5973005781837897, 0.33388228469662395, 0.10148576010682561, 0.03023642231344
80, 0.5968989552905353, 0.33290757357063155, 0.10169217773362421, 0.03175326723570077
81, 0.5889006151293211, 0.32563101887208007, 0.09575054401674857, 0.028899632414567694
82, 0.5921673371644816, 0.32606934905924495, 0.09484133225700139, 0.02812062988288907
